log_id,table_name,record_id,action,old_value,new_value,changed_by,changed_at
1263,Transactions,5158,INSERT,Old value sample -410,New value sample 789,2432,2026-02-08 19:24:11.527
1264,Fraud_Alerts,1324,UPDATE,Old value sample 819,New value sample -541,5127,2026-02-08 19:24:11.533
1265,Devices,3016,DELETE,Old value sample 570,New value sample 173,9491,2026-02-08 19:24:11.540
1266,Users,1945,INSERT,Old value sample -497,New value sample -793,3530,2026-02-08 19:24:11.547
1267,Accounts,9118,INSERT,Old value sample -938,New value sample 0,6210,2026-02-08 19:24:11.560
1268,Accounts,17262,UPDATE,Old value sample 140,New value sample 978,5998,2026-02-08 19:24:11.570
1269,Merchants,4278,UPDATE,Old value sample 838,New value sample 54,6088,2026-02-08 19:24:11.577
1270,Fraud_Alerts,4221,UPDATE,Old value sample -556,New value sample -815,1845,2026-02-08 19:24:11.583
1271,Devices,741,INSERT,Old value sample 418,New value sample 248,7473,2026-02-08 19:24:11.590
1272,Merchants,4737,INSERT,Old value sample 229,New value sample -942,166,2026-02-08 19:24:11.600
1273,Merchants,842,INSERT,Old value sample 824,New value sample 544,7787,2026-02-08 19:24:11.610
1274,Merchants,4554,UPDATE,Old value sample 613,New value sample -710,5734,2026-02-08 19:24:11.617
1275,Users,6875,INSERT,Old value sample 434,New value sample -221,4510,2026-02-08 19:24:11.627
1276,Transactions,6883,DELETE,Old value sample -538,New value sample -277,3723,2026-02-08 19:24:11.633
1277,Merchants,4786,DELETE,Old value sample 481,New value sample 15,9278,2026-02-08 19:24:11.640
1278,Login_History,14301,INSERT,Old value sample -555,New value sample -509,9272,2026-02-08 19:24:11.653
1279,Login_History,5357,UPDATE,Old value sample -326,New value sample 595,6792,2026-02-08 19:24:11.667
1280,Devices,4917,INSERT,Old value sample 964,New value sample 338,8974,2026-02-08 19:24:11.673
1281,Users,5928,DELETE,Old value sample 691,New value sample -673,5155,2026-02-08 19:24:11.680
1282,Users,7553,INSERT,Old value sample -598,New value sample 65,9114,2026-02-08 19:24:11.690
1283,Accounts,21511,UPDATE,Old value sample -649,New value sample -185,9473,2026-02-08 19:24:11.700
1284,Users,6720,DELETE,Old value sample 434,New value sample -179,3404,2026-02-08 19:24:11.710
1285,Merchants,1943,INSERT,Old value sample 976,New value sample 774,667,2026-02-08 19:24:11.713
1286,Login_History,3295,UPDATE,Old value sample 662,New value sample 508,1800,2026-02-08 19:24:11.727
1287,Merchants,1186,INSERT,Old value sample -267,New value sample 602,3977,2026-02-08 19:24:11.733
1288,Merchants,4280,UPDATE,Old value sample -810,New value sample 680,9737,2026-02-08 19:24:11.740
1289,Login_History,14506,DELETE,Old value sample 657,New value sample 812,6019,2026-02-08 19:24:11.753
1290,Devices,2508,INSERT,Old value sample -230,New value sample -351,9183,2026-02-08 19:24:11.760
1291,Users,9774,INSERT,Old value sample -124,New value sample 220,1232,2026-02-08 19:24:11.767
1292,Merchants,3666,DELETE,Old value sample 454,New value sample 310,2217,2026-02-08 19:24:11.773
1293,Transactions,6185,UPDATE,Old value sample 883,New value sample -223,5323,2026-02-08 19:24:11.780
1294,Fraud_Alerts,3089,DELETE,Old value sample 657,New value sample -951,2193,2026-02-08 19:24:11.790
1295,Transactions,8631,UPDATE,Old value sample -695,New value sample -329,811,2026-02-08 19:24:11.797
1296,Users,4392,DELETE,Old value sample 499,New value sample -621,2213,2026-02-08 19:24:11.807
1297,Users,57,DELETE,Old value sample -748,New value sample -651,1672,2026-02-08 19:24:11.817
1298,Accounts,18258,UPDATE,Old value sample 162,New value sample -680,9046,2026-02-08 19:24:11.827
1299,Login_History,5942,DELETE,Old value sample -390,New value sample 832,7152,2026-02-08 19:24:11.840
1300,Users,2726,UPDATE,Old value sample 200,New value sample 310,2892,2026-02-08 19:24:11.850
1301,Accounts,17055,UPDATE,Old value sample 743,New value sample 384,9982,2026-02-08 19:24:11.860
1302,Users,4103,INSERT,Old value sample -812,New value sample -829,7263,2026-02-08 19:24:11.870
1303,Accounts,19882,UPDATE,Old value sample -481,New value sample 755,959,2026-02-08 19:24:11.880
1304,Users,2427,DELETE,Old value sample 968,New value sample 547,161,2026-02-08 19:24:11.890
1305,Fraud_Alerts,5551,UPDATE,Old value sample 177,New value sample 353,3450,2026-02-08 19:24:11.897
1306,Accounts,13752,INSERT,Old value sample -477,New value sample -146,8581,2026-02-08 19:24:11.907
1307,Devices,3179,INSERT,Old value sample 465,New value sample 294,7403,2026-02-08 19:24:11.913
1308,Users,5971,INSERT,Old value sample -672,New value sample -450,3684,2026-02-08 19:24:11.923
1309,Login_History,10127,DELETE,Old value sample -766,New value sample -777,748,2026-02-08 19:24:11.937
1310,Fraud_Alerts,1124,DELETE,Old value sample 891,New value sample 624,8657,2026-02-08 19:24:11.947
1311,Merchants,4021,INSERT,Old value sample 574,New value sample 748,9625,2026-02-08 19:24:11.953
1312,Devices,69,UPDATE,Old value sample 394,New value sample -854,8651,2026-02-08 19:24:11.960
1313,Users,8902,UPDATE,Old value sample 553,New value sample -325,195,2026-02-08 19:24:11.970
1314,Accounts,15901,INSERT,Old value sample -44,New value sample 486,349,2026-02-08 19:24:11.977
1315,Accounts,20797,INSERT,Old value sample 184,New value sample 661,5626,2026-02-08 19:24:11.987
1316,Fraud_Alerts,5342,UPDATE,Old value sample 928,New value sample 868,3595,2026-02-08 19:24:11.993
1317,Fraud_Alerts,6351,INSERT,Old value sample 906,New value sample -159,9034,2026-02-08 19:24:12.003
1318,Users,9624,UPDATE,Old value sample -387,New value sample 868,1704,2026-02-08 19:24:12.017
1319,Login_History,11399,UPDATE,Old value sample -433,New value sample 575,1959,2026-02-08 19:24:12.030
1320,Login_History,14350,DELETE,Old value sample -489,New value sample -317,4799,2026-02-08 19:24:12.043
1321,Devices,3212,UPDATE,Old value sample -697,New value sample -6,4710,2026-02-08 19:24:12.050
1322,Merchants,660,DELETE,Old value sample -314,New value sample 327,8281,2026-02-08 19:24:12.057
1323,Transactions,322,DELETE,Old value sample 441,New value sample 871,1203,2026-02-08 19:24:12.063
1324,Accounts,19439,DELETE,Old value sample 59,New value sample -70,2752,2026-02-08 19:24:12.073
1325,Devices,4873,INSERT,Old value sample -318,New value sample -904,248,2026-02-08 19:24:12.080
1326,Devices,4854,UPDATE,Old value sample 545,New value sample -787,7130,2026-02-08 19:24:12.087
1327,Login_History,17801,INSERT,Old value sample -104,New value sample 340,8583,2026-02-08 19:24:12.100
1328,Accounts,18329,DELETE,Old value sample 293,New value sample 473,3274,2026-02-08 19:24:12.107
1329,Users,288,DELETE,Old value sample 529,New value sample -586,3765,2026-02-08 19:24:12.113
1330,Accounts,19505,INSERT,Old value sample 302,New value sample -877,4958,2026-02-08 19:24:12.123
1331,Fraud_Alerts,1821,INSERT,Old value sample 850,New value sample -472,2870,2026-02-08 19:24:12.130
1332,Accounts,18549,UPDATE,Old value sample -670,New value sample 521,3243,2026-02-08 19:24:12.140
1333,Users,7183,UPDATE,Old value sample 922,New value sample -60,4819,2026-02-08 19:24:12.147
1334,Transactions,696,INSERT,Old value sample 698,New value sample -844,3302,2026-02-08 19:24:12.157
1335,Merchants,1518,UPDATE,Old value sample 645,New value sample 339,7722,2026-02-08 19:24:12.160
1336,Fraud_Alerts,347,INSERT,Old value sample -924,New value sample 781,1896,2026-02-08 19:24:12.170
1337,Fraud_Alerts,4320,UPDATE,Old value sample -834,New value sample 303,2686,2026-02-08 19:24:12.177
1338,Accounts,13664,INSERT,Old value sample 407,New value sample -905,7322,2026-02-08 19:24:12.183
1339,Transactions,5342,INSERT,Old value sample -54,New value sample -718,2016,2026-02-08 19:24:12.190
1340,Users,5640,DELETE,Old value sample 814,New value sample -731,5658,2026-02-08 19:24:12.197
1341,Devices,1533,UPDATE,Old value sample -173,New value sample 463,7249,2026-02-08 19:24:12.203
1342,Devices,4352,UPDATE,Old value sample 710,New value sample -957,5005,2026-02-08 19:24:12.207
1343,Accounts,21497,UPDATE,Old value sample -830,New value sample -225,7515,2026-02-08 19:24:12.213
1344,Merchants,4440,INSERT,Old value sample -979,New value sample -331,2543,2026-02-08 19:24:12.220
1345,Fraud_Alerts,2678,DELETE,Old value sample 175,New value sample -398,1277,2026-02-08 19:24:12.227
1346,Users,8806,DELETE,Old value sample 388,New value sample -361,2586,2026-02-08 19:24:12.233
1347,Users,7282,UPDATE,Old value sample -729,New value sample 351,4076,2026-02-08 19:24:12.240
1348,Accounts,20776,DELETE,Old value sample -652,New value sample -97,2796,2026-02-08 19:24:12.250
1349,Accounts,17698,INSERT,Old value sample 370,New value sample 151,3674,2026-02-08 19:24:12.257
1350,Users,9787,UPDATE,Old value sample 884,New value sample -959,4018,2026-02-08 19:24:12.263
1351,Users,1982,DELETE,Old value sample 719,New value sample -29,9777,2026-02-08 19:24:12.270
1352,Login_History,5730,DELETE,Old value sample -372,New value sample -153,3791,2026-02-08 19:24:12.280
1353,Devices,4773,UPDATE,Old value sample -117,New value sample -677,7542,2026-02-08 19:24:12.287
1354,Accounts,7336,DELETE,Old value sample 605,New value sample -551,268,2026-02-08 19:24:12.293
1355,Accounts,4301,UPDATE,Old value sample 968,New value sample -843,1448,2026-02-08 19:24:12.300
1356,Fraud_Alerts,6570,INSERT,Old value sample -708,New value sample -934,3510,2026-02-08 19:24:12.307
1357,Transactions,8207,DELETE,Old value sample -102,New value sample -955,1958,2026-02-08 19:24:12.313
1358,Devices,787,INSERT,Old value sample 999,New value sample 311,3554,2026-02-08 19:24:12.320
1359,Fraud_Alerts,3039,DELETE,Old value sample -912,New value sample -818,8480,2026-02-08 19:24:12.327
1360,Devices,406,DELETE,Old value sample -269,New value sample -930,141,2026-02-08 19:24:12.330
1361,Users,7462,DELETE,Old value sample 702,New value sample -364,8431,2026-02-08 19:24:12.340
1362,Users,7089,UPDATE,Old value sample 700,New value sample -844,6462,2026-02-08 19:24:12.347
1363,Fraud_Alerts,939,UPDATE,Old value sample -328,New value sample -745,6989,2026-02-08 19:24:12.353
1364,Merchants,2286,INSERT,Old value sample -376,New value sample -656,1420,2026-02-08 19:24:12.360
1365,Users,7803,INSERT,Old value sample -51,New value sample -706,6368,2026-02-08 19:24:12.367
1366,Login_History,4203,UPDATE,Old value sample -985,New value sample -84,2446,2026-02-08 19:24:12.377
1367,Users,3370,INSERT,Old value sample -911,New value sample 850,2559,2026-02-08 19:24:12.383
1368,Transactions,3811,UPDATE,Old value sample 555,New value sample 64,8107,2026-02-08 19:24:12.390
1369,Users,9172,UPDATE,Old value sample -535,New value sample 927,9047,2026-02-08 19:24:12.400
1370,Users,4611,INSERT,Old value sample -482,New value sample -595,3915,2026-02-08 19:24:12.407
1371,Transactions,8196,INSERT,Old value sample 974,New value sample 15,65,2026-02-08 19:24:12.413
1372,Accounts,19611,INSERT,Old value sample -680,New value sample 196,5085,2026-02-08 19:24:12.420
1373,Merchants,3817,UPDATE,Old value sample -122,New value sample -27,3890,2026-02-08 19:24:12.427
1374,Devices,4845,INSERT,Old value sample 425,New value sample 22,9528,2026-02-08 19:24:12.433
1375,Transactions,2894,UPDATE,Old value sample 563,New value sample 595,2588,2026-02-08 19:24:12.440
1376,Fraud_Alerts,4715,DELETE,Old value sample 787,New value sample 997,7197,2026-02-08 19:24:12.443
1377,Merchants,2369,DELETE,Old value sample -938,New value sample 948,2952,2026-02-08 19:24:12.450
1378,Login_History,17367,INSERT,Old value sample 754,New value sample 800,1621,2026-02-08 19:24:12.460
1379,Users,8565,INSERT,Old value sample -689,New value sample -305,2659,2026-02-08 19:24:12.470
1380,Fraud_Alerts,4685,DELETE,Old value sample 878,New value sample 624,2167,2026-02-08 19:24:12.473
1381,Users,8726,INSERT,Old value sample -271,New value sample -494,2626,2026-02-08 19:24:12.480
1382,Accounts,14118,INSERT,Old value sample 29,New value sample -611,3902,2026-02-08 19:24:12.487
1383,Accounts,14643,UPDATE,Old value sample 860,New value sample -445,7684,2026-02-08 19:24:12.493
1384,Transactions,5932,UPDATE,Old value sample 933,New value sample 504,7233,2026-02-08 19:24:12.503
1385,Transactions,2342,INSERT,Old value sample 12,New value sample -460,39,2026-02-08 19:24:12.510
1386,Transactions,5854,DELETE,Old value sample 686,New value sample -394,669,2026-02-08 19:24:12.517
1387,Transactions,9722,INSERT,Old value sample 811,New value sample 148,3184,2026-02-08 19:24:12.527
1388,Merchants,1705,INSERT,Old value sample -350,New value sample 800,1977,2026-02-08 19:24:12.533
1389,Transactions,7957,UPDATE,Old value sample -410,New value sample -876,1295,2026-02-08 19:24:12.543
1390,Merchants,441,DELETE,Old value sample -465,New value sample 215,2797,2026-02-08 19:24:12.550
1391,Devices,2421,UPDATE,Old value sample -986,New value sample 677,9333,2026-02-08 19:24:12.560
1392,Transactions,3553,DELETE,Old value sample -174,New value sample 77,1453,2026-02-08 19:24:12.567
1393,Transactions,8996,DELETE,Old value sample -776,New value sample 671,1394,2026-02-08 19:24:12.577
1394,Accounts,14849,INSERT,Old value sample -980,New value sample -621,2078,2026-02-08 19:24:12.587
1395,Devices,1889,UPDATE,Old value sample -123,New value sample -986,4284,2026-02-08 19:24:12.593
1396,Users,9279,INSERT,Old value sample 892,New value sample -625,2358,2026-02-08 19:24:12.600
1397,Merchants,1440,INSERT,Old value sample 271,New value sample -342,613,2026-02-08 19:24:12.610
1398,Merchants,833,INSERT,Old value sample 594,New value sample 381,9910,2026-02-08 19:24:12.613
1399,Transactions,5778,INSERT,Old value sample -189,New value sample -843,9645,2026-02-08 19:24:12.623
1400,Login_History,11362,DELETE,Old value sample 150,New value sample 950,9809,2026-02-08 19:24:12.637
1401,Accounts,20704,UPDATE,Old value sample -454,New value sample 981,7988,2026-02-08 19:24:12.650
1402,Merchants,676,UPDATE,Old value sample 361,New value sample -824,7417,2026-02-08 19:24:12.657
1403,Transactions,4269,DELETE,Old value sample -314,New value sample 636,5479,2026-02-08 19:24:12.667
1404,Devices,2653,UPDATE,Old value sample -290,New value sample -693,9339,2026-02-08 19:24:12.673
1405,Accounts,10096,INSERT,Old value sample 82,New value sample 951,7825,2026-02-08 19:24:12.680
1406,Accounts,22219,DELETE,Old value sample -465,New value sample 89,4832,2026-02-08 19:24:12.690
1407,Fraud_Alerts,7144,UPDATE,Old value sample 778,New value sample 687,3617,2026-02-08 19:24:12.697
1408,Merchants,1090,UPDATE,Old value sample 782,New value sample 499,361,2026-02-08 19:24:12.703
1409,Devices,4332,UPDATE,Old value sample 98,New value sample 189,4198,2026-02-08 19:24:12.710
1410,Merchants,4063,UPDATE,Old value sample 475,New value sample 669,8315,2026-02-08 19:24:12.717
1411,Merchants,1616,DELETE,Old value sample 836,New value sample -442,601,2026-02-08 19:24:12.723
1412,Merchants,2061,INSERT,Old value sample -990,New value sample 560,7658,2026-02-08 19:24:12.730
1413,Fraud_Alerts,4654,INSERT,Old value sample 64,New value sample 536,8350,2026-02-08 19:24:12.737
1414,Merchants,3493,INSERT,Old value sample 601,New value sample -464,249,2026-02-08 19:24:12.743
1415,Devices,1670,UPDATE,Old value sample 790,New value sample -769,7626,2026-02-08 19:24:12.750
1416,Merchants,3239,UPDATE,Old value sample 476,New value sample 306,3273,2026-02-08 19:24:12.757
1417,Merchants,4654,INSERT,Old value sample 841,New value sample -42,4978,2026-02-08 19:24:12.760
1418,Fraud_Alerts,4040,INSERT,Old value sample -309,New value sample 808,7153,2026-02-08 19:24:12.770
1419,Merchants,771,UPDATE,Old value sample -752,New value sample -842,7224,2026-02-08 19:24:12.777
1420,Devices,50,INSERT,Old value sample 684,New value sample 944,1044,2026-02-08 19:24:12.780
1421,Merchants,1148,INSERT,Old value sample 163,New value sample -681,9780,2026-02-08 19:24:12.790
1422,Merchants,1443,INSERT,Old value sample -37,New value sample 60,4242,2026-02-08 19:24:12.793
1423,Merchants,32,UPDATE,Old value sample -137,New value sample -158,97,2026-02-08 19:24:12.800
1424,Login_History,12383,DELETE,Old value sample -735,New value sample 724,9484,2026-02-08 19:24:12.813
1425,Merchants,4787,UPDATE,Old value sample -696,New value sample 301,4137,2026-02-08 19:24:12.820
1426,Accounts,17257,DELETE,Old value sample 153,New value sample 610,4904,2026-02-08 19:24:12.827
1427,Merchants,593,DELETE,Old value sample 22,New value sample 976,9721,2026-02-08 19:24:12.833
1428,Merchants,166,UPDATE,Old value sample 104,New value sample 781,5460,2026-02-08 19:24:12.840
1429,Devices,4229,INSERT,Old value sample -115,New value sample -377,6021,2026-02-08 19:24:12.843
1430,Users,2048,DELETE,Old value sample -75,New value sample -866,7156,2026-02-08 19:24:12.853
1431,Fraud_Alerts,7379,DELETE,Old value sample 467,New value sample -758,2513,2026-02-08 19:24:12.860
1432,Devices,1511,INSERT,Old value sample -590,New value sample -349,1718,2026-02-08 19:24:12.867
1433,Accounts,20946,INSERT,Old value sample -778,New value sample 630,3008,2026-02-08 19:24:12.877
1434,Users,2082,UPDATE,Old value sample -883,New value sample -646,309,2026-02-08 19:24:12.883
1435,Devices,4193,UPDATE,Old value sample -453,New value sample 95,417,2026-02-08 19:24:12.890
