profile_id,user_id,avg_transaction_amount,avg_daily_transactions,common_country,usual_login_hour,risk_pattern_score,last_updated
2398,7248,838.45,0.00,UK,13,34,2026-02-08 19:20:33.980
2399,4450,651.14,0.00,Kosove,12,4,2026-02-08 19:20:34.010
2400,1699,893.66,0.00,Kosove,12,39,2026-02-08 19:20:34.027
2401,2088,3735.46,0.01,Kosove,12,67,2026-02-08 19:20:34.047
2402,4784,2661.46,1.00,Shqipëri,13,59,2026-02-08 19:20:34.067
2403,2015,2405.68,1.00,Germany,0,59,2026-02-08 19:20:34.090
2404,7472,217.98,0.00,USA,22,74,2026-02-08 19:20:34.110
2405,3269,7256.71,0.02,Kosove,17,4,2026-02-08 19:20:34.130
2406,4219,4462.77,0.01,Kosove,10,6,2026-02-08 19:20:34.150
2407,2123,1607.93,1.00,USA,0,52,2026-02-08 19:20:34.170
2408,4389,450.23,0.00,Kosove,9,25,2026-02-08 19:20:34.193
2409,8551,347.73,0.00,Shqipëri,15,36,2026-02-08 19:20:34.210
2410,7253,2589.89,0.01,USA,12,23,2026-02-08 19:20:34.230
2411,5205,5416.80,0.02,USA,15,89,2026-02-08 19:20:34.250
2412,7432,685.71,0.00,Kosove,8,38,2026-02-08 19:20:34.263
2413,5496,130.20,0.00,Kosove,8,38,2026-02-08 19:20:34.280
2414,365,5023.86,0.01,USA,2,38,2026-02-08 19:20:34.300
2415,6457,229.32,0.00,USA,2,46,2026-02-08 19:20:34.320
2416,7344,246.95,0.00,Germany,1,40,2026-02-08 19:20:34.340
2417,6413,7173.46,0.01,Shqipëri,21,2,2026-02-08 19:20:34.367
2418,8499,310.08,0.00,Shqipëri,21,59,2026-02-08 19:20:34.383
2419,5102,3765.10,0.01,Shqipëri,21,90,2026-02-08 19:20:34.413
2420,5480,2427.90,0.50,UK,18,38,2026-02-08 19:20:34.440
2421,260,6802.44,0.01,USA,7,73,2026-02-08 19:20:34.470
2422,9491,2868.85,0.00,Kosove,17,92,2026-02-08 19:20:34.493
2423,4037,5541.84,0.01,Kosove,8,69,2026-02-08 19:20:34.520
2424,8388,5517.00,0.00,UK,15,61,2026-02-08 19:20:34.547
2425,7434,830.63,0.00,UK,9,15,2026-02-08 19:20:34.567
2426,5564,448.08,0.00,Kosove,14,80,2026-02-08 19:20:34.583
2427,3809,59.90,0.00,Kosove,14,78,2026-02-08 19:20:34.607
2428,9559,154.10,0.00,Kosove,2,99,2026-02-08 19:20:34.637
2429,8724,850.33,1.00,UK,11,45,2026-02-08 19:20:34.667
2430,9032,810.95,0.00,Shqipëri,4,66,2026-02-08 19:20:34.687
2431,9405,6412.14,0.01,Shqipëri,0,40,2026-02-08 19:20:34.730
2432,1784,535.81,1.00,Shqipëri,2,38,2026-02-08 19:20:34.837
2433,8868,9941.02,1.00,USA,7,7,2026-02-08 19:20:34.877
2434,2984,327.41,0.00,USA,7,26,2026-02-08 19:20:34.900
2435,8149,511.18,0.00,UK,9,100,2026-02-08 19:20:34.917
2436,6572,7464.53,0.01,Germany,18,47,2026-02-08 19:20:34.940
2437,214,9483.83,1.00,Kosove,11,23,2026-02-08 19:20:34.970
2438,1611,572.16,0.00,Shqipëri,4,45,2026-02-08 19:20:35.040
2439,8833,433.28,0.00,UK,13,17,2026-02-08 19:20:35.100
2440,4831,444.89,0.00,Shqipëri,11,14,2026-02-08 19:20:35.120
2441,1989,8155.10,1.00,Shqipëri,11,57,2026-02-08 19:20:35.147
2442,2206,5922.90,0.01,Shqipëri,11,25,2026-02-08 19:20:35.173
2443,5517,512.51,0.00,USA,14,74,2026-02-08 19:20:35.203
2444,5247,7410.41,0.00,Kosove,9,87,2026-02-08 19:20:35.267
2445,6287,8223.04,1.00,Kosove,9,91,2026-02-08 19:20:35.297
2446,4358,761.55,0.00,Shqipëri,17,13,2026-02-08 19:20:35.323
2447,8042,717.90,0.00,Shqipëri,17,70,2026-02-08 19:20:35.353
2448,569,341.31,0.00,UK,1,44,2026-02-08 19:20:35.380
2449,6251,597.73,0.00,Kosove,17,14,2026-02-08 19:20:35.403
2450,7596,803.92,0.00,Kosove,17,72,2026-02-08 19:20:35.420
2451,4497,238.64,0.00,UK,0,61,2026-02-08 19:20:35.443
2452,333,978.05,0.00,USA,22,10,2026-02-08 19:20:35.463
2453,1351,675.93,0.00,Kosove,5,69,2026-02-08 19:20:35.487
2454,3053,516.53,0.00,USA,16,98,2026-02-08 19:20:35.503
2455,2770,5271.99,0.01,Germany,21,82,2026-02-08 19:20:35.530
2456,2814,5445.87,0.01,USA,15,72,2026-02-08 19:20:35.553
2457,9534,644.30,0.00,UK,3,44,2026-02-08 19:20:35.573
2458,4815,100.35,0.00,Kosove,18,7,2026-02-08 19:20:35.587
2459,5984,476.63,0.00,Kosove,7,12,2026-02-08 19:20:35.603
2460,6470,105.55,0.00,UK,6,17,2026-02-08 19:20:35.620
2461,5384,660.66,0.00,Kosove,20,33,2026-02-08 19:20:35.637
2462,3797,7962.48,1.00,Kosove,20,9,2026-02-08 19:20:35.660
2463,2798,87.19,0.00,Shqipëri,13,16,2026-02-08 19:20:35.680
2464,8437,567.55,0.00,UK,23,45,2026-02-08 19:20:35.700
2465,6384,6155.04,0.01,Kosove,14,75,2026-02-08 19:20:35.727
2466,6328,6993.74,0.01,USA,4,34,2026-02-08 19:20:35.750
2467,8719,389.32,0.00,USA,2,20,2026-02-08 19:20:35.780
2468,74,7292.19,0.00,USA,2,2,2026-02-08 19:20:35.807
2469,2394,2686.18,0.02,UK,16,53,2026-02-08 19:20:35.833
2470,5709,994.85,0.00,Germany,19,48,2026-02-08 19:20:35.853
2471,4927,4733.47,0.01,USA,14,68,2026-02-08 19:20:35.880
2472,5192,2818.19,1.00,Shqipëri,14,95,2026-02-08 19:20:35.910
2473,6018,600.76,0.00,UK,11,52,2026-02-08 19:20:35.927
2474,2504,780.97,0.00,USA,4,74,2026-02-08 19:20:35.947
2475,6741,320.69,0.00,USA,18,86,2026-02-08 19:20:35.960
2476,7375,678.36,0.00,UK,1,53,2026-02-08 19:20:35.980
2477,6048,4614.62,0.01,Shqipëri,0,38,2026-02-08 19:20:36.003
2478,8380,7030.15,1.00,Shqipëri,0,77,2026-02-08 19:20:36.027
2479,9260,4665.68,0.01,UK,8,35,2026-02-08 19:20:36.047
2480,2439,2811.86,1.00,Shqipëri,20,60,2026-02-08 19:20:36.067
2481,5035,212.53,0.00,UK,17,94,2026-02-08 19:20:36.080
2482,9622,7854.33,1.00,UK,17,73,2026-02-08 19:20:36.100
2483,1105,2482.89,1.00,USA,17,16,2026-02-08 19:20:36.123
2484,6359,452.38,0.00,Kosove,15,69,2026-02-08 19:20:36.137
2485,9348,54.94,0.00,Shqipëri,11,23,2026-02-08 19:20:36.157
2486,2045,973.06,0.00,Shqipëri,11,59,2026-02-08 19:20:36.170
2487,8827,622.49,0.00,UK,7,29,2026-02-08 19:20:36.187
2488,5548,757.91,1.00,Shqipëri,11,56,2026-02-08 19:20:36.203
2489,8682,4316.28,1.00,Shqipëri,18,27,2026-02-08 19:20:36.223
2490,107,6105.49,0.01,Shqipëri,18,64,2026-02-08 19:20:36.243
2491,7905,698.63,0.00,Kosove,13,40,2026-02-08 19:20:36.270
2492,8392,148.19,0.00,Kosove,16,62,2026-02-08 19:20:36.290
2493,4651,992.89,0.00,UK,22,41,2026-02-08 19:20:36.303
2494,9020,959.52,0.00,Kosove,17,24,2026-02-08 19:20:36.320
2495,3292,310.63,0.00,Shqipëri,9,81,2026-02-08 19:20:36.333
2496,8229,907.93,0.00,USA,19,4,2026-02-08 19:20:36.353
2497,9478,655.51,0.00,USA,12,46,2026-02-08 19:20:36.367
2498,6603,9468.68,1.00,Kosove,17,5,2026-02-08 19:20:36.383
2499,2165,7873.21,0.01,Kosove,5,72,2026-02-08 19:20:36.403
2500,1440,5119.02,0.01,Kosove,5,39,2026-02-08 19:20:36.420
2501,4739,4754.38,1.00,Shqipëri,3,60,2026-02-08 19:20:36.433
2502,1613,3981.22,1.00,Shqipëri,9,35,2026-02-08 19:20:36.450
2503,2619,311.97,0.00,Shqipëri,9,5,2026-02-08 19:20:36.463
2504,2576,1388.75,1.00,Shqipëri,17,5,2026-02-08 19:20:36.480
2505,3930,283.84,0.00,USA,20,76,2026-02-08 19:20:36.490
2506,1895,605.24,0.00,Germany,16,8,2026-02-08 19:20:36.507
2507,9345,5129.24,1.00,Kosove,19,32,2026-02-08 19:20:36.523
2508,5911,432.24,0.00,Kosove,5,52,2026-02-08 19:20:36.543
2509,8713,777.29,0.00,Germany,10,79,2026-02-08 19:20:36.557
2510,5063,5579.61,0.02,UK,6,31,2026-02-08 19:20:36.573
2511,3649,4435.87,0.03,USA,6,22,2026-02-08 19:20:36.593
2512,6225,3123.20,0.01,USA,6,72,2026-02-08 19:20:36.610
2513,3289,990.30,0.00,UK,18,71,2026-02-08 19:20:36.630
2514,5634,4900.49,1.00,USA,4,27,2026-02-08 19:20:36.650
2515,3512,7062.47,0.02,Germany,8,96,2026-02-08 19:20:36.667
2516,3353,6132.98,0.06,Germany,8,31,2026-02-08 19:20:36.683
2517,4470,337.84,0.00,USA,0,74,2026-02-08 19:20:36.693
2518,3122,6600.88,0.01,USA,21,30,2026-02-08 19:20:36.710
2519,8892,401.34,0.00,USA,21,31,2026-02-08 19:20:36.727
2520,2122,4814.28,1.00,Shqipëri,16,62,2026-02-08 19:20:36.740
2521,3470,3387.21,0.02,Shqipëri,16,33,2026-02-08 19:20:36.757
2522,4446,956.17,0.00,Germany,17,100,2026-02-08 19:20:36.767
2523,7831,48.84,0.00,Germany,17,62,2026-02-08 19:20:36.783
2524,611,52.89,0.00,USA,5,18,2026-02-08 19:20:36.793
2525,7971,9608.68,1.00,UK,0,73,2026-02-08 19:20:36.810
2526,7901,4784.69,1.00,UK,9,48,2026-02-08 19:20:36.823
2527,9947,9434.84,1.00,Germany,0,98,2026-02-08 19:20:36.840
2528,788,4650.37,1.00,Shqipëri,3,15,2026-02-08 19:20:36.853
2529,5819,688.77,0.00,Shqipëri,21,55,2026-02-08 19:20:36.873
2530,3605,3628.18,0.01,Shqipëri,14,51,2026-02-08 19:20:36.897
2531,4791,526.01,0.00,Shqipëri,14,42,2026-02-08 19:20:36.913
2532,6399,750.89,0.00,Kosove,15,46,2026-02-08 19:20:36.930
2533,3837,979.57,0.00,USA,19,61,2026-02-08 19:20:36.943
2534,9281,5354.19,0.01,UK,7,6,2026-02-08 19:20:36.960
2535,9394,6843.69,0.01,UK,22,98,2026-02-08 19:20:36.977
2536,2204,1188.44,1.00,Kosove,18,42,2026-02-08 19:20:36.993
2537,7499,585.32,0.00,Shqipëri,6,23,2026-02-08 19:20:37.007
2538,4564,111.04,0.00,Germany,7,63,2026-02-08 19:20:37.020
2539,369,3757.17,1.00,Kosove,6,27,2026-02-08 19:20:37.037
2540,9869,787.67,0.00,Germany,17,76,2026-02-08 19:20:37.053
2541,857,3394.38,1.00,Kosove,9,7,2026-02-08 19:20:37.073
2542,7277,660.31,0.00,UK,20,35,2026-02-08 19:20:37.090
2543,2209,590.76,0.00,USA,5,68,2026-02-08 19:20:37.107
2544,2902,109.38,0.00,Germany,9,63,2026-02-08 19:20:37.120
2545,4894,785.05,0.00,Germany,16,53,2026-02-08 19:20:37.133
2546,8204,592.06,0.00,Shqipëri,15,0,2026-02-08 19:20:37.147
2547,5896,3402.43,0.01,Kosove,6,35,2026-02-08 19:20:37.163
2548,5433,940.56,0.00,UK,4,68,2026-02-08 19:20:37.173
2549,2083,91.43,0.00,UK,17,21,2026-02-08 19:20:37.187
2550,3140,9002.12,1.00,UK,4,72,2026-02-08 19:20:37.203
2551,2446,7761.61,0.00,UK,8,98,2026-02-08 19:20:37.220
2552,1342,875.82,0.00,USA,18,7,2026-02-08 19:20:37.233
2553,7218,13.94,0.00,USA,18,7,2026-02-08 19:20:37.247
2554,8232,5600.58,0.01,USA,18,24,2026-02-08 19:20:37.263
2555,87,876.54,0.00,UK,16,13,2026-02-08 19:20:37.280
2556,4592,771.43,0.00,Shqipëri,23,26,2026-02-08 19:20:37.297
2557,7997,225.64,0.00,Shqipëri,12,6,2026-02-08 19:20:37.307
2558,3304,7185.82,0.01,Shqipëri,12,89,2026-02-08 19:20:37.327
2559,3368,8729.54,0.01,Kosove,23,93,2026-02-08 19:20:37.343
2560,5641,515.90,0.00,USA,2,50,2026-02-08 19:20:37.353
2561,6427,6702.68,0.01,USA,2,23,2026-02-08 19:20:37.370
2562,3034,9210.96,0.04,UK,11,42,2026-02-08 19:20:37.390
2563,2358,376.06,0.00,USA,9,65,2026-02-08 19:20:37.403
2564,7292,2137.61,1.00,USA,9,72,2026-02-08 19:20:37.420
2565,9976,6173.25,0.01,Shqipëri,21,24,2026-02-08 19:20:37.437
2566,1491,2398.71,1.00,Kosove,8,11,2026-02-08 19:20:37.457
2567,2981,199.71,0.00,Kosove,8,34,2026-02-08 19:20:37.467
2568,4868,3990.08,0.01,USA,1,32,2026-02-08 19:20:37.487
2569,393,9402.95,1.00,Germany,5,99,2026-02-08 19:20:37.503
2570,899,8228.58,1.00,Kosove,8,29,2026-02-08 19:20:37.520
2571,4599,590.42,0.00,USA,3,66,2026-02-08 19:20:37.540
2572,196,784.03,0.00,USA,1,70,2026-02-08 19:20:37.550
2573,5797,460.44,0.00,USA,1,96,2026-02-08 19:20:37.567
2574,3751,1631.47,0.02,USA,1,55,2026-02-08 19:20:37.583
2575,4505,472.97,0.00,Shqipëri,18,94,2026-02-08 19:20:37.597
2576,9160,145.36,0.00,Kosove,23,27,2026-02-08 19:20:37.607
2577,983,3006.40,1.00,Kosove,5,90,2026-02-08 19:20:37.627
2578,2353,9323.27,1.00,USA,23,23,2026-02-08 19:20:37.643
2579,5246,3296.85,1.00,Kosove,5,56,2026-02-08 19:20:37.660
2580,2400,3306.39,1.00,Kosove,5,41,2026-02-08 19:20:37.677
2581,4123,731.66,0.00,UK,16,5,2026-02-08 19:20:37.690
2582,7653,132.56,0.00,UK,18,77,2026-02-08 19:20:37.707
2583,6670,489.72,0.00,Shqipëri,18,3,2026-02-08 19:20:37.720
2584,6907,755.97,0.00,USA,8,88,2026-02-08 19:20:37.740
2585,6099,230.33,0.00,Kosove,1,36,2026-02-08 19:20:37.757
2586,1078,591.79,0.00,USA,19,31,2026-02-08 19:20:37.770
2587,3310,6094.94,1.00,UK,8,51,2026-02-08 19:20:37.790
2588,3510,733.75,0.00,UK,8,48,2026-02-08 19:20:37.803
2589,6179,706.13,0.00,Kosove,17,47,2026-02-08 19:20:37.817
2590,3134,6684.91,0.00,Kosove,18,73,2026-02-08 19:20:37.840
2591,433,3020.91,0.01,UK,2,28,2026-02-08 19:20:37.860
2592,1335,232.17,0.00,Shqipëri,21,20,2026-02-08 19:20:37.873
2593,8567,1175.16,1.00,Kosove,22,6,2026-02-08 19:20:37.893
2594,4783,251.83,0.00,USA,3,19,2026-02-08 19:20:37.907
2595,2161,7093.39,0.01,UK,7,57,2026-02-08 19:20:37.930
2596,5886,6787.63,0.01,Shqipëri,2,72,2026-02-08 19:20:37.947
2597,9514,892.39,0.00,Kosove,20,93,2026-02-08 19:20:37.963
2598,4994,6140.38,0.01,UK,7,73,2026-02-08 19:20:37.980
2599,6984,721.00,0.00,Shqipëri,4,64,2026-02-08 19:20:37.993
2600,1411,6705.73,0.00,Shqipëri,3,78,2026-02-08 19:20:38.013
2601,3584,1730.73,0.25,Germany,10,75,2026-02-08 19:20:38.030
2602,7338,6501.10,1.00,Kosove,16,87,2026-02-08 19:20:38.043
2603,8854,3255.70,1.00,Shqipëri,18,48,2026-02-08 19:20:38.060
2604,4734,83.32,0.00,Germany,16,15,2026-02-08 19:20:38.080
2605,7072,182.29,1.00,USA,13,19,2026-02-08 19:20:38.093
2606,3674,8650.71,0.13,Germany,22,28,2026-02-08 19:20:38.110
2607,8774,583.25,0.00,Germany,17,36,2026-02-08 19:20:38.127
2608,6438,2272.98,0.01,Kosove,18,51,2026-02-08 19:20:38.140
2609,4588,771.53,0.00,USA,13,85,2026-02-08 19:20:38.150
2610,8654,4380.51,0.03,Kosove,22,88,2026-02-08 19:20:38.167
2611,2866,6811.85,0.06,Kosove,22,64,2026-02-08 19:20:38.180
2612,3162,796.41,0.00,Germany,20,73,2026-02-08 19:20:38.197
2613,2031,199.26,0.00,Kosove,13,25,2026-02-08 19:20:38.210
2614,420,4130.34,1.00,UK,14,21,2026-02-08 19:20:38.223
2615,6089,7533.93,1.00,Kosove,19,63,2026-02-08 19:20:38.240
2616,2786,168.00,0.00,USA,19,63,2026-02-08 19:20:38.250
2617,1271,4993.25,0.01,USA,17,44,2026-02-08 19:20:38.270
2618,6624,649.14,0.00,UK,1,13,2026-02-08 19:20:38.283
2619,1092,4486.17,0.11,Shqipëri,16,1,2026-02-08 19:20:38.300
2620,4311,7655.16,1.00,UK,12,8,2026-02-08 19:20:38.327
2621,1033,4498.89,0.01,UK,1,2,2026-02-08 19:20:38.343
2622,1035,2992.49,0.01,UK,18,66,2026-02-08 19:20:38.363
2623,2026,676.72,0.00,Shqipëri,15,89,2026-02-08 19:20:38.380
2624,5073,839.30,0.00,Kosove,19,84,2026-02-08 19:20:38.400
2625,9313,567.45,1.00,UK,5,2,2026-02-08 19:20:38.417
2626,8198,947.02,0.00,Kosove,9,85,2026-02-08 19:20:38.430
2627,7041,496.28,0.00,UK,7,95,2026-02-08 19:20:38.450
2628,6198,5030.71,0.00,UK,16,51,2026-02-08 19:20:38.467
2629,2817,22.03,0.00,Germany,6,94,2026-02-08 19:20:38.480
2630,3659,3521.15,0.01,Kosove,22,18,2026-02-08 19:20:38.500
2631,825,7327.05,1.00,Kosove,6,37,2026-02-08 19:20:38.517
2632,3206,560.74,0.00,UK,11,50,2026-02-08 19:20:38.530
2633,2595,116.15,0.00,Kosove,23,42,2026-02-08 19:20:38.547
2634,238,619.69,0.00,Kosove,11,1,2026-02-08 19:20:38.567
2635,9730,2906.77,0.01,Shqipëri,20,58,2026-02-08 19:20:38.583
2636,8584,840.23,0.00,Shqipëri,10,63,2026-02-08 19:20:38.597
2637,8347,5026.97,0.01,USA,3,17,2026-02-08 19:20:38.613
2638,9333,5926.55,0.01,Shqipëri,10,47,2026-02-08 19:20:38.630
2639,3628,395.68,0.00,UK,4,53,2026-02-08 19:20:38.650
2640,9203,2772.38,0.01,UK,4,50,2026-02-08 19:20:38.667
2641,7120,4441.15,0.01,UK,16,78,2026-02-08 19:20:38.687
2642,228,992.51,0.00,Germany,23,99,2026-02-08 19:20:38.703
2643,8391,621.36,0.00,Shqipëri,19,4,2026-02-08 19:20:38.723
2644,3433,299.66,0.00,Shqipëri,19,65,2026-02-08 19:20:38.740
2645,3873,3943.17,1.00,UK,10,31,2026-02-08 19:20:38.760
2646,4276,257.84,0.00,Kosove,22,68,2026-02-08 19:20:38.773
2647,7521,198.76,0.00,Kosove,21,5,2026-02-08 19:20:38.793
2648,9096,1901.37,1.00,Kosove,6,80,2026-02-08 19:20:38.810
2649,3417,3776.93,0.01,Shqipëri,12,1,2026-02-08 19:20:38.830
2650,8305,2454.91,0.02,Shqipëri,4,13,2026-02-08 19:20:38.847
2651,9019,765.51,0.00,Germany,5,85,2026-02-08 19:20:38.867
2652,3100,5619.86,0.01,Kosove,16,71,2026-02-08 19:20:38.883
2653,8162,177.11,0.00,USA,18,77,2026-02-08 19:20:38.900
2654,5381,4176.86,0.02,USA,15,34,2026-02-08 19:20:38.917
2655,2037,7849.68,1.00,Shqipëri,22,16,2026-02-08 19:20:38.933
2656,2735,175.50,0.00,USA,4,23,2026-02-08 19:20:38.950
2657,88,881.76,0.00,USA,18,96,2026-02-08 19:20:38.967
2658,5516,5000.66,0.01,USA,14,7,2026-02-08 19:20:38.993
2659,8276,309.63,0.00,UK,22,4,2026-02-08 19:20:39.013
2660,6815,931.39,0.00,USA,8,34,2026-02-08 19:20:39.033
2661,124,7611.72,0.01,USA,15,68,2026-02-08 19:20:39.053
2662,4741,4898.55,1.00,USA,15,35,2026-02-08 19:20:39.073
2663,642,665.90,0.00,UK,17,55,2026-02-08 19:20:39.087
2664,6167,77.34,0.00,Kosove,18,88,2026-02-08 19:20:39.100
2665,9620,6792.60,0.01,UK,0,9,2026-02-08 19:20:39.113
2666,5018,714.53,0.00,Shqipëri,23,30,2026-02-08 19:20:39.127
2667,495,726.26,0.00,USA,7,26,2026-02-08 19:20:39.137
2668,6495,734.83,0.00,USA,8,53,2026-02-08 19:20:39.153
2669,9289,971.19,0.00,USA,8,36,2026-02-08 19:20:39.163
2670,4589,364.94,0.00,Shqipëri,8,10,2026-02-08 19:20:39.180
2671,2019,430.98,0.00,UK,2,83,2026-02-08 19:20:39.190
2672,2824,854.28,0.00,Shqipëri,12,50,2026-02-08 19:20:39.200
2673,8957,715.19,0.00,USA,1,52,2026-02-08 19:20:39.213
2674,4653,6627.88,0.01,USA,1,56,2026-02-08 19:20:39.230
2675,5271,662.06,0.00,Kosove,15,92,2026-02-08 19:20:39.247
2676,646,8030.64,0.01,UK,1,94,2026-02-08 19:20:39.267
2677,1429,6689.98,0.00,UK,7,7,2026-02-08 19:20:39.283
2678,5579,485.39,0.00,UK,12,83,2026-02-08 19:20:39.300
2679,7238,4888.12,0.00,UK,4,45,2026-02-08 19:20:39.313
2680,7984,7921.20,1.00,UK,4,2,2026-02-08 19:20:39.333
2681,7930,168.06,0.00,Kosove,10,18,2026-02-08 19:20:39.343
2682,2884,203.00,0.00,Kosove,5,68,2026-02-08 19:20:39.353
2683,5791,2039.16,1.00,Kosove,5,68,2026-02-08 19:20:39.370
2684,1269,682.76,0.00,Kosove,0,39,2026-02-08 19:20:39.380
2685,3993,6308.79,0.00,Kosove,0,20,2026-02-08 19:20:39.397
2686,8601,648.45,0.00,UK,23,45,2026-02-08 19:20:39.420
2687,6739,218.70,0.00,UK,0,97,2026-02-08 19:20:39.433
2688,5162,241.56,0.00,Shqipëri,5,72,2026-02-08 19:20:39.450
2689,236,6296.88,0.02,Shqipëri,3,38,2026-02-08 19:20:39.470
2690,2737,5092.76,1.00,Shqipëri,3,80,2026-02-08 19:20:39.493
2691,2356,303.03,0.00,Shqipëri,3,5,2026-02-08 19:20:39.517
2692,7536,5430.08,0.01,Shqipëri,3,9,2026-02-08 19:20:39.533
2693,3577,4667.18,0.01,Shqipëri,3,91,2026-02-08 19:20:39.553
2694,5404,877.89,0.00,Shqipëri,3,68,2026-02-08 19:20:39.570
2695,5307,5823.62,0.01,Germany,1,46,2026-02-08 19:20:39.590
2696,4143,528.57,0.00,UK,16,13,2026-02-08 19:20:39.603
2697,7808,707.26,0.00,USA,5,49,2026-02-08 19:20:39.617
2698,225,406.93,0.00,USA,11,8,2026-02-08 19:20:39.633
2699,3019,5774.69,0.02,USA,11,0,2026-02-08 19:20:39.653
2700,7645,5504.20,0.01,Kosove,0,67,2026-02-08 19:20:39.673
2701,9407,777.04,0.00,Germany,14,9,2026-02-08 19:20:39.687
2702,2195,631.54,0.00,Shqipëri,8,44,2026-02-08 19:20:39.707
2703,8159,333.37,0.00,UK,14,35,2026-02-08 19:20:39.720
2704,6005,110.97,0.00,Shqipëri,10,1,2026-02-08 19:20:39.737
2705,2302,264.33,0.00,Germany,2,7,2026-02-08 19:20:39.750
2706,7746,606.20,0.00,USA,17,92,2026-02-08 19:20:39.763
2707,4167,3157.70,0.01,Kosove,6,43,2026-02-08 19:20:39.783
2708,4555,498.71,1.00,USA,7,30,2026-02-08 19:20:39.800
2709,7008,9364.80,0.02,UK,12,16,2026-02-08 19:20:39.817
2710,7345,5019.17,1.00,Shqipëri,19,24,2026-02-08 19:20:39.837
2711,8831,127.62,0.00,Shqipëri,19,83,2026-02-08 19:20:39.847
2712,1529,4022.33,0.01,UK,6,13,2026-02-08 19:20:39.867
2713,9420,534.36,0.00,UK,6,55,2026-02-08 19:20:39.877
2714,2758,872.55,0.00,USA,5,80,2026-02-08 19:20:39.897
2715,8274,43.36,0.00,Shqipëri,0,27,2026-02-08 19:20:39.917
2716,5478,3224.11,0.04,USA,5,50,2026-02-08 19:20:39.933
2717,9581,526.99,0.00,Shqipëri,3,89,2026-02-08 19:20:39.950
2718,9288,6357.03,0.05,USA,15,18,2026-02-08 19:20:39.967
2719,7835,560.34,0.00,Kosove,20,98,2026-02-08 19:20:39.980
2720,1769,735.24,0.00,USA,14,65,2026-02-08 19:20:39.993
2721,8948,3382.55,0.01,UK,20,17,2026-02-08 19:20:40.017
2722,2835,402.82,0.00,Germany,5,64,2026-02-08 19:20:40.037
2723,6388,6226.29,1.00,Shqipëri,11,91,2026-02-08 19:20:40.053
2724,5488,4888.64,0.01,Shqipëri,11,71,2026-02-08 19:20:40.073
2725,9401,458.63,0.00,Shqipëri,11,52,2026-02-08 19:20:40.087
2726,905,148.03,0.00,Kosove,16,55,2026-02-08 19:20:40.100
2727,1102,4074.73,1.00,Kosove,13,0,2026-02-08 19:20:40.120
2728,7841,892.17,0.00,Kosove,22,84,2026-02-08 19:20:40.133
2729,3237,101.18,0.00,Kosove,22,43,2026-02-08 19:20:40.147
2730,5865,4617.57,1.00,Kosove,22,0,2026-02-08 19:20:40.163
2731,2626,147.27,1.00,UK,16,74,2026-02-08 19:20:40.183
2732,3004,4346.88,0.02,UK,16,52,2026-02-08 19:20:40.207
2733,9718,321.86,0.00,USA,0,18,2026-02-08 19:20:40.220
2734,8930,4927.10,1.00,USA,0,89,2026-02-08 19:20:40.240
2735,7816,983.57,0.00,Kosove,19,93,2026-02-08 19:20:40.260
2736,3982,769.06,0.00,Shqipëri,23,16,2026-02-08 19:20:40.280
2737,3182,3181.76,1.00,USA,1,10,2026-02-08 19:20:40.300
2738,5044,35.24,0.00,UK,11,34,2026-02-08 19:20:40.320
2739,2062,9927.66,1.00,Kosove,23,99,2026-02-08 19:20:40.340
2740,6135,3893.52,0.01,Shqipëri,17,9,2026-02-08 19:20:40.360
2741,4850,5108.40,0.01,UK,19,96,2026-02-08 19:20:40.377
2742,4712,946.45,1.00,Kosove,4,4,2026-02-08 19:20:40.393
2743,7316,469.11,0.00,Germany,23,89,2026-02-08 19:20:40.403
2744,2969,848.37,0.00,Shqipëri,8,19,2026-02-08 19:20:40.413
2745,1274,6382.95,0.02,Germany,10,80,2026-02-08 19:20:40.427
2746,7570,21.01,0.00,UK,3,23,2026-02-08 19:20:40.440
2747,7664,783.94,0.00,USA,8,82,2026-02-08 19:20:40.453
2748,2292,2334.13,0.01,USA,22,92,2026-02-08 19:20:40.470
2749,7759,284.77,0.00,Germany,8,26,2026-02-08 19:20:40.487
2750,1867,950.90,0.00,Germany,8,23,2026-02-08 19:20:40.500
2751,7908,828.71,0.00,UK,10,50,2026-02-08 19:20:40.517
2752,7450,274.90,0.00,Kosove,0,36,2026-02-08 19:20:40.533
2753,9997,483.73,0.00,UK,16,35,2026-02-08 19:20:40.547
2754,5208,493.09,0.00,UK,3,10,2026-02-08 19:20:40.563
2755,7742,9081.16,0.01,Germany,19,56,2026-02-08 19:20:40.577
2756,3233,5106.24,0.01,Shqipëri,23,51,2026-02-08 19:20:40.593
2757,1202,870.47,0.00,USA,19,39,2026-02-08 19:20:40.603
2758,1023,72.19,0.00,Germany,5,81,2026-02-08 19:20:40.613
2759,5739,7001.33,1.00,USA,1,21,2026-02-08 19:20:40.630
2760,1350,15.86,0.00,UK,1,29,2026-02-08 19:20:40.640
2761,2474,5721.55,0.00,UK,15,26,2026-02-08 19:20:40.653
2762,4308,956.87,0.00,Germany,5,74,2026-02-08 19:20:40.667
2763,8220,5886.14,0.01,Kosove,6,91,2026-02-08 19:20:40.683
2764,6154,742.01,0.00,Kosove,6,48,2026-02-08 19:20:40.703
2765,4802,412.41,0.00,Shqipëri,20,48,2026-02-08 19:20:40.720
